unit_id,time,treatment,outcome
123,6,1,9.39616137307711
123,7,1,11.11991604720411
124,0,0,3.62853424340192
124,1,0,5.787455260506701
124,2,0,5.039240002328613
124,3,0,5.719233129753948
124,4,1,9.400641589041065
124,5,1,11.673482829944478
124,6,1,9.0889830100124
124,7,1,11.219880583657002
125,0,0,4.68728762276704
125,1,0,5.025256545203203
125,2,0,7.0713760097501535
125,3,0,5.6564771891401096
125,4,1,7.845886773205245
125,5,1,9.960175795219087
125,6,1,11.594783796486746
125,7,1,11.24999470529115
126,0,0,3.5929826192634664
126,1,0,4.884666956031082
126,2,0,6.979598241576809
126,3,0,8.0811102179086
126,4,1,9.228711325274421
126,5,1,8.920827465892208
126,6,1,11.646018839368619
126,7,1,10.425406414844831
127,0,0,4.39419142584564
127,1,0,4.725067461824967
127,2,0,4.804981653011145
127,3,0,9.3335804294566
127,4,1,10.42095786546059
127,5,1,8.843706683949723
127,6,1,11.731825926721916
127,7,1,11.03330217340315
128,0,0,5.474108001319148
128,1,0,4.782082969883971
128,2,0,5.485872821854054
128,3,0,6.457575965416759
128,4,1,7.034451005559877
128,5,1,9.01317985660093
128,6,1,10.004489631233428
128,7,1,11.809518906467238
129,0,0,4.383452453931429
129,1,0,6.312138111114473
129,2,0,3.9395061799288316
129,3,0,7.6670301754727355
129,4,1,8.099653032888236
129,5,1,9.63027296907476
129,6,1,10.406343119179219
129,7,1,10.71017955735586
130,0,0,4.893220241346035
130,1,0,4.258483714626711
130,2,0,5.110459081710507
130,3,0,7.496431943221604
130,4,1,8.402622541206586
130,5,1,9.396704406636507
130,6,1,8.507913742909418
130,7,1,11.358573361524925
131,0,0,3.6805169598599097
131,1,0,6.415962808602107
131,2,0,4.9372882393565645
131,3,0,7.514508030327775
131,4,1,9.010192915306327
131,5,1,8.94124260355291
131,6,1,11.600401755448123
131,7,1,10.431145007181767
132,0,0,4.638187706744021
132,1,0,6.409117927598009
132,2,0,4.519542888480004
132,3,0,3.9728343959834067
132,4,1,10.157979973636877
132,5,1,8.663697921347968
132,6,1,10.8646224253865
132,7,1,10.54616237177802
133,0,0,3.836010535872522
133,1,0,6.107282419674196
133,2,0,5.589829809768922
133,3,0,5.422659663693488
133,4,1,7.948703627803248
133,5,1,7.767161245828271
133,6,1,10.403024882182738
133,7,1,9.564599255554807
134,0,0,4.965277872295145
134,1,0,5.318277505487626
134,2,0,5.05844331882033
134,3,0,4.977100285861179
134,4,1,11.53371082913013
134,5,1,9.45146747402175
134,6,1,11.823382952760298
134,7,1,11.664936783726791
135,0,0,4.678834698509592
135,1,0,5.680964637339809
135,2,0,6.151915781967148
135,3,0,8.344200688932439
135,4,1,9.829833691643413
135,5,1,8.692727253973729
135,6,1,10.351618836554724
135,7,1,11.304314341420254
136,0,0,3.8246809510949253
136,1,0,5.9941493448053516
136,2,0,7.34548895620512
136,3,0,5.642527348374854
136,4,1,8.280681432415491
136,5,1,10.66047250534734
136,6,1,9.645763687093508
136,7,1,9.517991586580901
137,0,0,5.8822730430340755
137,1,0,6.07685423672584
137,2,0,6.094393907496078
137,3,0,7.624582628448704
137,4,1,10.195635243194555
137,5,1,9.417177091177221
137,6,1,11.974326387552704
137,7,1,12.083389953426998
138,0,0,3.015701550109391
138,1,0,4.469882576566818
138,2,0,3.7447081803577613
138,3,0,6.175285005275246
138,4,1,7.788781801699937
138,5,1,8.685681601260326
138,6,1,11.090568146782871
138,7,1,8.74517094026492
139,0,0,5.129735741030813
139,1,0,5.623676442480415
139,2,0,5.917610712447856
139,3,0,6.630778681979773
139,4,1,6.767718289584239
139,5,1,8.690445484202307
139,6,1,11.54300086525739
139,7,1,9.303128914490319
140,0,0,6.6666108135641995
140,1,0,4.093177588221594
140,2,0,4.472959367587679
140,3,0,5.548221182735904
140,4,1,10.12908296828692
140,5,1,8.953879170250623
140,6,1,10.345406988439143
140,7,1,10.573636922017204
141,0,0,4.94553781726968
141,1,0,6.774118092607574
141,2,0,6.771517940987039
141,3,0,5.357096802837624
141,4,1,8.724429216408335
141,5,1,11.243439820030833
141,6,1,10.319561789167935
141,7,1,8.99215403590868
142,0,0,3.5629610976232096
142,1,0,6.390145308566224
142,2,0,6.702437317176064
142,3,0,5.578634424862669
142,4,1,9.747630178974347
142,5,1,11.09939213671925
142,6,1,11.4578588396606
142,7,1,12.104278036822457
143,0,0,5.555488775062805
143,1,0,5.322340180870112
143,2,0,5.597519919533164
143,3,0,6.482613111387157
143,4,1,8.123976695543135
143,5,1,9.14070127548097
143,6,1,11.275119748297602
143,7,1,8.890928991562507
144,0,0,3.4593302743085816
144,1,0,6.330530604418429
144,2,0,5.649827075316526
144,3,0,4.574356975441667
144,4,1,8.93866584365956
144,5,1,9.295878415186392
144,6,1,9.568915523508666
144,7,1,11.185706026481483
145,0,0,3.666804431208403
145,1,0,5.512985414859595
145,2,0,5.789027505387563
145,3,0,6.537825227911704
145,4,1,7.26781384186328
145,5,1,8.977351111859992
145,6,1,10.019769191037227
145,7,1,11.041159636297897
146,0,0,6.8463965054125
146,1,0,6.30594838873902
146,2,0,6.461155200633415
146,3,0,7.771474792280377
146,4,1,8.696177553456765
146,5,1,11.053928163634856
146,6,1,11.119272790062116
146,7,1,10.054122209357537
147,0,0,6.9239551757332904
147,1,0,5.946935314906678
147,2,0,8.192968976061739
147,3,0,6.803182254283306
147,4,1,8.438070140489364
147,5,1,8.732463356646594
147,6,1,9.64425654526706
147,7,1,9.928705057970333
148,0,0,6.271388556958694
148,1,0,5.471025755449748
148,2,0,4.38597732743759
148,3,0,6.7130043158716886
148,4,1,9.125513043110287
148,5,1,9.03139237883099
148,6,1,10.267592021984271
148,7,1,10.455890566871103
149,0,0,5.633765367376567
149,1,0,6.074978938683221
149,2,0,6.3649028563990715
149,3,0,5.201144096229935
149,4,1,11.119016728142313
149,5,1,7.944014296667689
149,6,1,9.87129082318491
149,7,1,9.405566648651197
