gender,treatment,outcome,protected
0,0,0.2704390422703992,0
1,1,1.5944124482287714,1
0,1,1.723741651251094,0
0,1,0.1182662882724157,0
1,0,0.9623993696810218,1
1,1,0.2266430637089294,1
1,0,0.3984855126564158,1
0,1,1.7739104585262353,0
0,0,0.5734197328466132,0
0,1,2.15153011970445,0
0,0,-0.984084786203894,0
1,0,0.5654498711557511,1
1,1,1.9565293848987997,1
1,0,-0.22792029083957493,1
1,0,0.22875857104144792,1
0,1,3.155051433739887,0
0,0,-0.35651976696011334,0
0,0,0.37421868246633166,0
1,1,2.2115132870553156,1
1,1,1.5731505971463147,1
0,1,1.4141924122844403,0
1,0,-1.009119797321929,1
1,1,2.5024104245987426,1
1,0,-0.5951420189943946,1
1,1,0.7333700972072452,1
1,0,-0.057717142617949094,1
0,0,0.9795004457734341,0
0,1,3.1668245255600525,0
0,1,-0.8532620447764252,0
0,0,0.12327424501237731,0
0,0,0.526301806450854,0
0,1,2.4769229996791537,0
0,0,-0.08465748074287112,0
0,0,1.605991552767354,0
0,0,1.2595342445316537,0
1,0,-0.08906957574063099,1
0,0,-0.41529270913803884,0
1,1,2.3375223519076793,1
0,0,0.47813199772875464,0
0,0,0.05011513685984474,0
1,0,0.13675111630196918,1
0,0,1.5304443349209536,0
1,0,1.557211595330444,1
0,1,2.780063058137187,0
0,0,0.9220991453063262,0
0,1,2.8523264243862982,0
0,1,1.8006693287607645,0
1,1,2.4494136254770678,1
0,0,0.26016905389944445,0
0,0,1.2301444541525184,0
0,0,0.2921897999164717,0
1,1,2.858846471897558,1
0,0,-0.12107300317302676,0
0,1,2.6935265989139623,0
0,1,2.271953440574915,0
0,1,1.2477481852134802,0
1,0,0.7245545044569842,1
1,0,1.0392865333472392,1
1,1,0.35053559315891936,1
1,0,-1.74167929584817,1
1,0,0.23655057819592779,1
0,0,0.3946612301771296,0
0,1,1.0921058020125483,0
0,0,0.28717578352762485,0
1,0,-0.09493714658881278,1
0,1,-0.037206389851482946,0
1,1,2.1799669226758547,1
1,1,1.028084550138739,1
0,1,2.5725347131878697,0
0,0,-0.5040220335539554,0
0,0,0.35299254679791453,0
0,0,1.1734998916137713,0
